0	0	0
-1.000000	-4.000000	-0.087265
-0.352422	-8.07193	0
0.647578	-4.07193	-0.087265
1.29516	-8.14387	0
2.29516	-4.14387	-0.087265
2.94273	-8.2158	-0.17453
4.62212	-4.45021	-0.261795
2.62094	-8.05511	-0.34906
4.92869	-4.63834	-0.261795
4.85936	-8.76086	-0.34906
7.16711	-5.3441	-0.261795
9.1683	-1.73921	-0.17453
10.8477	2.02638	-0.261795
10.7784	-2.09614	-0.34906
13.0861	1.32062	-0.261795
13.1554	5.44314	-0.17453
13.4457	1.33027	-0.261795
13.515	5.45279	-0.17453
13.8052	1.33991	-0.261795
13.7359	-2.78261	-0.34906
13.3075	-6.88341	-0.261795
13.3769	-2.76088	-0.17453
13.6671	-6.87376	-0.087265
12.3223	-10.7714	-2.77556e-017
13.3223	-6.77139	-0.087265
12.6747	-2.69945	-2.77556e-017
11.6747	1.30055	-0.087265
11.0271	5.37248	-0.17453
9.34773	1.60689	-0.087265
10.6925	5.50452	-2.77556e-017
11.6925	1.50452	0.087265
12.3401	5.57645	0.17453
14.0195	1.81086	0.261795
16.0207	-1.79403	0.34906
15.5923	2.30676	0.436325
16.3765	-1.74109	0.34906
14.0687	1.67567	0.261795
13.9994	5.79819	0.17453
12.32	9.56378	0.087265
10.9752	13.4614	-2.77556e-017
9.97518	9.46141	-0.087265
10.6228	5.38947	-2.77556e-017
11.6228	9.38947	-0.087265
10.9752	13.4614	-0.17453
10.685	17.5743	-0.087265
10.0374	21.6462	-2.77556e-017
9.03738	25.6462	0.087265
7.69257	29.5438	0.17453
7.98279	33.6567	0.261795
9.98398	30.0518	0.17453
11.6634	26.2862	0.261795
9.66218	29.8911	0.34906
11.9699	26.4744	0.436325
11.1858	30.5222	0.34906
11.6142	26.4214	0.261795
9.61298	30.0263	0.17453
9.32275	25.9134	0.087265
8.67517	21.8415	-2.77556e-017
9.67517	25.8415	0.087265
8.33036	29.7391	0.17453
8.04013	25.6263	0.087265
8.68771	29.6982	-2.77556e-017
7.68771	33.6982	0.087265
9.03252	29.8006	0.17453
10.7119	26.035	0.087265
10.0643	21.963	-2.77556e-017
9.06433	17.963	0.087265
9.71191	22.035	-2.77556e-017
8.71191	18.035	0.087265
7.3671	21.9326	-2.77556e-017
6.3671	17.9326	-0.087265
7.71191	21.8302	-2.77556e-017
6.71191	25.8302	0.087265
5.3671	29.7279	0.17453
5.07687	25.615	0.087265
5.72445	29.6869	-2.77556e-017
4.72445	33.6869	-0.087265
4.07687	37.7588	-2.77556e-017
3.07687	41.7588	-0.087265
1.73206	37.8612	-0.17453
0.0526721	34.0956	-0.261795
0.122004	38.2182	-0.17453
-0.168223	42.331	-0.087265
-1.51303	38.4334	-2.77556e-017
-2.51303	42.4334	0.087265
-1.16822	38.5358	-2.77556e-017
-0.168223	34.5358	-0.087265
0.479355	30.4639	-0.17453
-1.20003	26.6983	-0.261795
-3.20122	23.0934	-0.34906
-5.50897	19.6766	-0.261795
-3.50779	23.2815	-0.17453
-1.8284	27.0471	-0.261795
-1.89773	22.9246	-0.17453
-3.57712	19.159	-0.087265
-2.92954	15.087	-2.77556e-017
-1.92954	11.087	0.087265
-3.27435	14.9847	0.17453
-2.98413	19.0975	0.087265
-4.32894	22.9952	-2.77556e-017
-5.32894	18.9952	-0.087265
-3.98413	22.8928	-0.17453
-3.6939	18.7799	-0.087265
-3.04632	14.708	-2.77556e-017
-2.04632	10.708	0.087265
-2.6939	6.63605	0.17453
-2.40367	10.7489	0.087265
-1.05886	6.8513	0.17453
-1.34909	2.73843	0.087265
-2.6939	6.63605	-2.77556e-017
-3.6939	2.63605	-0.087265
-5.03871	-1.26157	-0.17453
-6.7181	-5.02716	-0.261795
-8.71929	-8.63206	-0.17453
-10.3987	-12.3976	-0.087265
-9.05387	-8.50002	-2.77556e-017
-10.0539	-4.50002	-0.087265
-10.7014	-0.428085	-2.77556e-017
-9.70144	-4.42808	0.087265
-10.349	-8.50002	-2.77556e-017
-9.34902	-4.50002	0.087265
-10.6938	-0.602393	-2.77556e-017
-11.6938	-4.60239	0.087265
-13.0386	-0.704768	-2.77556e-017
-12.0386	-4.70477	0.087265
-10.6938	-8.60239	-2.77556e-017
-9.69383	-12.6024	0.087265
-8.34902	-16.5	0.17453
-6.66963	-20.2656	0.087265
-7.31721	-24.3375	-2.77556e-017
-6.31721	-28.3375	-0.087265
-7.66202	-32.2352	-2.77556e-017
-6.66202	-36.2352	0.087265
-8.00683	-32.3375	0.17453
-6.32744	-36.1031	0.087265
-5.67987	-32.0312	0.17453
-4.00048	-35.7968	0.087265
-3.3529	-31.7248	-2.77556e-017
-2.3529	-35.7248	0.087265
-3.00048	-39.7968	0.17453
-2.71025	-35.6839	0.087265
-4.05506	-31.7863	0.17453
-3.76483	-27.6734	0.087265
-5.10965	-23.7758	0.17453
-4.81942	-19.6629	0.261795
-4.88875	-15.5404	0.17453
-4.59852	-11.4275	0.087265
