0.000000e+000	1.000000e+000	0.000000e+000
0.000000e+000	2.000000e+000	0.000000e+000
0.000000e+000	3.000000e+000	0.000000e+000
0.000000e+000	4.000000e+000	0.000000e+000
0.000000e+000	5.000000e+000	0.000000e+000
0.000000e+000	6.000000e+000	0.000000e+000
0.000000e+000	7.000000e+000	0.000000e+000
0.000000e+000	8.000000e+000	0.000000e+000
0.000000e+000	9.000000e+000	0.000000e+000
0.000000e+000	1.000000e+001	0.000000e+000
1.000000e+004	1.000000e+000	-1.010037e-003
1.000000e+004	2.000000e+000	4.908995e-001
1.000000e+004	3.000000e+000	8.226048e-001
1.000000e+004	4.000000e+000	1.073111e+000
1.000000e+004	5.000000e+000	1.273932e+000
1.000000e+004	6.000000e+000	1.441218e+000
1.000000e+004	7.000000e+000	1.586654e+000
1.000000e+004	8.000000e+000	1.713750e+000
1.000000e+004	9.000000e+000	1.827251e+000
1.000000e+004	1.000000e+001	1.925691e+000
2.000000e+004	1.000000e+000	1.006594e+000
2.000000e+004	2.000000e+000	1.507106e+000
2.000000e+004	3.000000e+000	1.841233e+000
2.000000e+004	4.000000e+000	2.090700e+000
2.000000e+004	5.000000e+000	2.290298e+000
2.000000e+004	6.000000e+000	2.455933e+000
2.000000e+004	7.000000e+000	2.596965e+000
2.000000e+004	8.000000e+000	2.721581e+000
2.000000e+004	9.000000e+000	2.836912e+000
2.000000e+004	1.000000e+001	2.938067e+000
3.000000e+004	1.000000e+000	2.020410e+000
3.000000e+004	2.000000e+000	2.522143e+000
3.000000e+004	3.000000e+000	2.855361e+000
3.000000e+004	4.000000e+000	3.104700e+000
3.000000e+004	5.000000e+000	3.304313e+000
3.000000e+004	6.000000e+000	3.471335e+000
3.000000e+004	7.000000e+000	3.613315e+000
3.000000e+004	8.000000e+000	3.737423e+000
3.000000e+004	9.000000e+000	3.847053e+000
3.000000e+004	1.000000e+001	3.947397e+000
4.000000e+004	1.000000e+000	3.031126e+000
4.000000e+004	2.000000e+000	3.532739e+000
4.000000e+004	3.000000e+000	3.864689e+000
4.000000e+004	4.000000e+000	4.113843e+000
4.000000e+004	5.000000e+000	4.313973e+000
4.000000e+004	6.000000e+000	4.481722e+000
4.000000e+004	7.000000e+000	4.624215e+000
4.000000e+004	8.000000e+000	4.748411e+000
4.000000e+004	9.000000e+000	4.861512e+000
4.000000e+004	1.000000e+001	4.961314e+000
5.000000e+004	1.000000e+000	4.040482e+000
5.000000e+004	2.000000e+000	4.537129e+000
5.000000e+004	3.000000e+000	4.871128e+000
5.000000e+004	4.000000e+000	5.121703e+000
5.000000e+004	5.000000e+000	5.321672e+000
5.000000e+004	6.000000e+000	5.489015e+000
5.000000e+004	7.000000e+000	5.630506e+000
5.000000e+004	8.000000e+000	5.756595e+000
5.000000e+004	9.000000e+000	5.867513e+000
5.000000e+004	1.000000e+001	5.967921e+000
6.000000e+004	1.000000e+000	5.047852e+000
6.000000e+004	2.000000e+000	5.549146e+000
6.000000e+004	3.000000e+000	5.882663e+000
