0.000000e+000	1.000000e+000	0.000000e+000
0.000000e+000	2.000000e+000	0.000000e+000
0.000000e+000	3.000000e+000	0.000000e+000
0.000000e+000	4.000000e+000	0.000000e+000
0.000000e+000	5.000000e+000	0.000000e+000
0.000000e+000	6.000000e+000	0.000000e+000
0.000000e+000	7.000000e+000	0.000000e+000
0.000000e+000	8.000000e+000	0.000000e+000
0.000000e+000	9.000000e+000	0.000000e+000
0.000000e+000	1.000000e+001	0.000000e+000
1.000000e+004	1.000000e+000	-1.128473e-001
1.000000e+004	2.000000e+000	2.496392e-001
1.000000e+004	3.000000e+000	4.486170e-001
1.000000e+004	4.000000e+000	5.734827e-001
1.000000e+004	5.000000e+000	6.582456e-001
1.000000e+004	6.000000e+000	7.191635e-001
1.000000e+004	7.000000e+000	7.647546e-001
1.000000e+004	8.000000e+000	8.001368e-001
1.000000e+004	9.000000e+000	8.283111e-001
1.000000e+004	1.000000e+001	8.512388e-001
2.000000e+004	1.000000e+000	3.581679e-001
2.000000e+004	2.000000e+000	7.206872e-001
2.000000e+004	3.000000e+000	9.197044e-001
2.000000e+004	4.000000e+000	1.044533e+000
2.000000e+004	5.000000e+000	1.129331e+000
2.000000e+004	6.000000e+000	1.190216e+000
2.000000e+004	7.000000e+000	1.235836e+000
2.000000e+004	8.000000e+000	1.271191e+000
2.000000e+004	9.000000e+000	1.299376e+000
2.000000e+004	1.000000e+001	1.322315e+000
3.000000e+004	1.000000e+000	8.292336e-001
3.000000e+004	2.000000e+000	1.191733e+000
3.000000e+004	3.000000e+000	1.390748e+000
3.000000e+004	4.000000e+000	1.515589e+000
3.000000e+004	5.000000e+000	1.600383e+000
3.000000e+004	6.000000e+000	1.661267e+000
3.000000e+004	7.000000e+000	1.706898e+000
3.000000e+004	8.000000e+000	1.742261e+000
3.000000e+004	9.000000e+000	1.770417e+000
3.000000e+004	1.000000e+001	1.793362e+000
4.000000e+004	1.000000e+000	1.300309e+000
4.000000e+004	2.000000e+000	1.662821e+000
4.000000e+004	3.000000e+000	1.861816e+000
4.000000e+004	4.000000e+000	1.986656e+000
4.000000e+004	5.000000e+000	2.071456e+000
4.000000e+004	6.000000e+000	2.132344e+000
4.000000e+004	7.000000e+000	2.177963e+000
4.000000e+004	8.000000e+000	2.213332e+000
4.000000e+004	9.000000e+000	2.241495e+000
4.000000e+004	1.000000e+001	2.264434e+000
5.000000e+004	1.000000e+000	1.771374e+000
5.000000e+004	2.000000e+000	2.133880e+000
5.000000e+004	3.000000e+000	2.332885e+000
5.000000e+004	4.000000e+000	2.457723e+000
5.000000e+004	5.000000e+000	2.542524e+000
5.000000e+004	6.000000e+000	2.603418e+000
5.000000e+004	7.000000e+000	2.649044e+000
5.000000e+004	8.000000e+000	2.684404e+000
5.000000e+004	9.000000e+000	2.712570e+000
5.000000e+004	1.000000e+001	2.735507e+000
6.000000e+004	1.000000e+000	2.242460e+000
6.000000e+004	2.000000e+000	2.604956e+000
6.000000e+004	3.000000e+000	2.803969e+000
