0.1	0.184646
0.2	0.160439
0.3	0.0502883
0.4	0.26346
0.5	0.0550128
0.6	0.11129
0.7	0.0096119
0.8	0.0767688
0.9	0.115173
1	0.0420409
1.1	0.122353
1.2	0.0342123
1.3	0.0682359
1.4	0.0747438
1.5	0.0185342
1.6	0.0257852
1.7	0.0830569
1.8	0.0430475
1.9	0.0718042
2	0.055967
2.1	0.0186351
2.2	0.00971704
2.3	0.0289071
2.4	0.017386
2.5	0.0223723
2.6	0.00359419
2.7	0.0124515
2.8	0.0451549
2.9	0.00861516
3	0.0129237
3.1	0.00927224
3.2	0.00794223
3.3	0.0467688
3.4	0.0194509
3.5	0.0726871
3.6	0.0734774
3.7	0.0100395
3.8	0.0509863
3.9	0.0754293
4	0.0464035
