0.1	2.05099
0.2	0.340371
0.3	0.571273
0.4	0.458293
0.5	0.0123786
0.6	0.0366744
0.7	0.247214
0.8	0.253485
0.9	0.375559
1	0.042927
1.1	0.0427649
1.2	0.00056021
1.3	0.0323013
1.4	0.110768
1.5	0.00470759
1.6	0.0730386
1.7	0.141824
1.8	0.176745
1.9	0.118928
2	0.0734643
2.1	0.0266391
2.2	0.0413274
2.3	0.0674528
2.4	0.0178989
2.5	0.184799
2.6	0.0517622
2.7	0.0981303
2.8	0.066074
2.9	0.0755186
3	0.078466
3.1	0.148152
3.2	0.0324674
3.3	0.25954
3.4	0.0206167
3.5	0.169562
3.6	0.0106613
3.7	0.0273445
3.8	0.0899323
3.9	0.105649
4	0.101844
